"","time_conv","f_id"
"366",2007-02-15,40
"367",2007-02-16,0
"368",2007-02-17,0
"369",2007-02-18,0
"370",2007-02-19,0
"371",2007-02-20,0
"372",2007-02-21,0
"373",2007-02-22,0
"374",2007-02-23,0
"375",2007-02-24,0
"376",2007-02-25,0
"377",2007-02-26,60
"378",2007-02-27,14
"379",2007-02-28,0
"380",2007-03-01,0
"381",2007-03-02,70
"382",2007-03-03,69
"383",2007-03-04,48
"384",2007-03-05,0
"385",2007-03-06,0
"386",2007-03-07,0
"387",2007-03-08,91
"388",2007-03-09,25
"389",2007-03-10,195
"390",2007-03-11,4
"391",2007-03-12,0
"392",2007-03-13,2
"393",2007-03-14,10
"394",2007-03-15,0
"395",2007-03-16,0
"396",2007-03-17,20
"397",2007-03-18,0
"398",2007-03-19,120
"399",2007-03-20,280
"400",2007-03-21,283
"401",2007-03-22,165
"402",2007-03-23,27
"403",2007-03-24,79
"404",2007-03-25,0
"405",2007-03-26,0
"406",2007-03-27,0
"407",2007-03-28,2
"408",2007-03-29,0
"409",2007-03-30,0
"410",2007-03-31,0
"411",2007-04-01,0
"412",2007-04-02,0
"413",2007-04-03,0
"414",2007-04-04,0
"415",2007-04-05,0
"416",2007-04-06,2
"417",2007-04-07,0
"418",2007-04-08,0
"419",2007-04-09,0
"420",2007-04-10,1
"421",2007-04-11,0
"422",2007-04-12,0
"423",2007-04-13,0
"424",2007-04-14,0
"425",2007-04-15,0
"426",2007-04-16,4
"427",2007-04-17,0
"428",2007-04-18,18
"429",2007-04-19,1
"430",2007-04-20,0
"431",2007-04-21,0
"432",2007-04-22,0
"433",2007-04-23,0
"434",2007-04-24,0
"435",2007-04-25,0
"436",2007-04-26,0
"437",2007-04-27,0
"438",2007-04-28,0
"439",2007-04-29,0
"440",2007-04-30,0
"441",2007-05-01,0
"442",2007-05-02,0
"443",2007-05-03,0
"444",2007-05-04,0
"445",2007-05-05,0
"446",2007-05-06,64
"447",2007-05-07,17
"448",2007-05-08,0
"449",2007-05-09,72
"450",2007-05-10,9
"451",2007-05-11,0
"452",2007-05-12,0
"453",2007-05-13,0
"454",2007-05-14,0
"455",2007-05-15,75
"456",2007-05-16,34
"457",2007-05-17,37
"458",2007-05-18,41
"459",2007-05-19,0
"460",2007-05-20,0
"461",2007-05-21,0
"462",2007-05-22,0
"463",2007-05-23,0
"464",2007-05-24,1
"465",2007-05-25,0
"466",2007-05-26,0
"467",2007-05-27,0
"468",2007-05-28,0
"469",2007-05-29,1
"470",2007-05-30,19
"471",2007-05-31,0
"472",2007-06-01,0
"473",2007-06-02,0
"474",2007-06-03,0
"475",2007-06-04,0
"476",2007-06-05,0
"477",2007-06-06,0
"478",2007-06-07,0
"479",2007-06-08,0
"480",2007-06-09,0
"481",2007-06-10,0
"482",2007-06-11,0
"483",2007-06-12,0
"484",2007-06-13,0
"485",2007-06-14,0
"486",2007-06-15,0
"487",2007-06-16,0
"488",2007-06-17,0
"489",2007-06-18,0
"490",2007-06-19,0
"491",2007-06-20,0
"492",2007-06-21,0
"493",2007-06-22,0
"494",2007-06-23,0
"495",2007-06-24,0
"496",2007-06-25,0
"497",2007-06-26,9
"498",2007-06-27,28
"499",2007-06-28,0
"500",2007-06-29,0
"501",2007-06-30,0
"502",2007-07-01,0
"503",2007-07-02,0
"504",2007-07-03,0
"505",2007-07-04,64
"506",2007-07-05,33
"507",2007-07-06,1
"508",2007-07-07,0
"509",2007-07-08,0
"510",2007-07-09,0
"511",2007-07-10,37
"512",2007-07-11,0
"513",2007-07-12,0
"514",2007-07-13,0
"515",2007-07-14,0
"516",2007-07-15,0
"517",2007-07-16,0
"518",2007-07-17,0
"519",2007-07-18,0
"520",2007-07-19,0
"521",2007-07-20,0
"522",2007-07-21,0
"523",2007-07-22,0
"524",2007-07-23,0
"525",2007-07-24,41
"526",2007-07-25,4
"527",2007-07-26,0
"528",2007-07-27,0
"529",2007-07-28,2
"530",2007-07-29,2
"531",2007-07-30,205
"532",2007-07-31,7
"533",2007-08-01,0
"534",2007-08-02,2
"535",2007-08-03,109
"536",2007-08-04,0
"537",2007-08-05,0
"538",2007-08-06,0
"539",2007-08-07,0
"540",2007-08-08,0
"541",2007-08-09,0
"542",2007-08-10,6
"543",2007-08-11,0
"544",2007-08-12,0
"545",2007-08-13,0
"546",2007-08-14,0
"547",2007-08-15,0
"548",2007-08-16,0
"549",2007-08-17,88
"550",2007-08-18,0
"551",2007-08-19,0
"552",2007-08-20,0
"553",2007-08-21,0
"554",2007-08-22,0
"555",2007-08-23,0
"556",2007-08-24,0
"557",2007-08-25,0
"558",2007-08-26,0
"559",2007-08-27,0
"560",2007-08-28,0
"561",2007-08-29,0
"562",2007-08-30,11
"563",2007-08-31,29
"564",2007-09-01,0
"565",2007-09-02,0
"566",2007-09-03,0
"567",2007-09-04,169
"568",2007-09-05,149
"569",2007-09-06,116
"570",2007-09-07,169
"571",2007-09-08,1
"572",2007-09-09,40
"573",2007-09-10,6
"574",2007-09-11,167
"575",2007-09-12,0
"576",2007-09-13,0
"577",2007-09-14,0
"578",2007-09-15,0
"579",2007-09-16,0
"580",2007-09-17,0
"581",2007-09-18,74
"582",2007-09-19,40
"583",2007-09-20,0
"584",2007-09-21,0
"585",2007-09-22,0
"586",2007-09-23,0
"587",2007-09-24,0
"588",2007-09-25,0
"589",2007-09-26,0
"590",2007-09-27,0
"591",2007-09-28,0
"592",2007-09-29,0
"593",2007-09-30,0
"594",2007-10-01,0
